flight_id,flight_date,total_payload_kg,total_volume_cubic_m,uld_count,shipment_count,weight_utilization_percent,revenue_per_flight_usd,fuel_efficiency_kg_per_ton,co2_emissions_kg
QR0669F,2024-10-18,1507.29,5.57,1,4,1.51,13917.640000000001,363.6399910349527,5473.792619492175
QR0670F,2024-12-02,1601.38,1.98,3,3,1.6,13082.220000000001,477.4782086165057,3758.7962410670284
QR0671F,2024-08-27,1163.87,5.14,3,4,1.16,8277.12,455.67728570360555,2851.08040167029
QR0672F,2024-03-21,121.1,3.05,2,2,0.12,449.49,413.29079082287456,477.0181668734412
QR0676F,2024-05-25,954.75,9.01,2,3,0.95,4637.09,388.50499287338266,2584.151980878387
QR0677F,2024-05-29,2753.71,5.95,2,3,2.75,29535.45,402.28998397362113,4834.573224530889
QR0679F,2025-01-09,12671.83,36.42,18,21,12.67,77442.87000000001,508.126864821404,43374.90604569981
QR0680F,2024-06-27,1232.9,5.96,2,2,1.23,6985.62,457.6345833413176,4738.745372247292
QR0681F,2024-10-12,2623.81,2.72,3,3,2.62,16684.6,438.6339583342379,5715.926654816291
QR0682F,2024-07-22,5089.18,20.63,5,7,5.09,38799.7,348.2407041321253,14388.033077781956
QR0683F,2024-11-27,3604.94,16.78,4,7,3.6,36944.91,424.2152710412505,9995.507220105099
QR0685F,2024-09-18,1669.62,25.3,5,6,1.67,11849.189999999999,488.30262977451434,4437.923915419868
QR0686F,2024-05-18,16.66,1.53,1,1,0.02,69.96,443.82931959376964,46.02634463775466
QR0687F,2024-02-04,1002.52,0.05,1,1,1.0,14436.28,347.5789048649676,4004.8012875902277
QR0688F,2024-09-03,3028.79,5.99,4,8,3.03,15727.25,433.71190203206595,6553.7407505630035
QR0689F,2024-06-30,1440.52,8.14,3,3,1.44,6424.510000000001,443.13834747656705,4049.1704979852852
QR0690F,2024-09-28,2322.82,1.86,4,4,2.32,12845.39,401.37114687038655,7280.379850902894
QR0691F,2024-09-19,580.28,2.67,2,2,0.58,4267.84,492.916231951005,1583.7067268379424
QR0692F,2024-06-06,885.88,16.13,2,4,0.89,5664.09,468.7004539137114,2991.1053537689927
QR0693F,2025-01-05,2085.52,7.1,1,3,2.09,16662.0,440.96376562253676,4201.202008896544
QR0695F,2024-10-13,4801.29,16.82,9,10,4.8,35064.81,423.95926147468793,13387.75577806927
QR0696F,2025-01-06,1332.27,6.98,4,6,1.33,9740.859999999999,414.13657784644823,4988.958646195343
QR0699F,2024-07-18,1633.03,6.95,2,3,1.63,13572.35,456.7124878384376,4491.386262434358
QR0700F,2024-06-24,3242.8,15.48,5,6,3.24,26029.989999999998,342.27404336570913,8116.600233569154
QR0701F,2024-05-14,1539.16,2.01,3,3,1.54,8633.7,461.75929549163067,3702.127383625286
QR0703F,2024-11-14,5167.61,19.45,7,10,5.17,34658.22,395.5219490076081,10617.103044234736
QR0704F,2024-05-22,1291.61,4.45,4,4,1.29,6013.03,404.0433167445363,3660.907794568712
QR0705F,2024-09-22,4211.47,9.41,5,7,4.21,23752.84,482.2663900970642,9786.941687862256
QR0706F,2024-09-23,3457.37,8.65,9,9,3.46,23055.32,453.08124549007545,10511.669878596595
QR0707F,2024-04-22,371.61,0.04,1,1,0.37,3478.27,341.1593301444388,1180.7052661144944
QR0708F,2024-06-29,1248.04,3.5,2,3,1.25,8529.79,427.41844687986725,4170.842417885238
QR0710F,2024-09-28,1079.85,1.72,1,2,1.08,5650.86,395.1569883781832,3512.48573155772
QR0711F,2024-05-24,2620.14,12.17,5,7,2.62,16677.34,435.60046046465516,8292.49132644236
QR0712F,2024-11-18,1696.55,4.52,4,4,1.7,6352.85,519.8684526019853,4833.760221224735
QR0713F,2024-07-09,5434.05,11.48,6,6,5.43,28959.620000000003,424.8546607676718,16986.63290406122
QR0715F,2024-05-08,1044.46,4.92,3,3,1.04,9089.039999999999,449.1656433082086,3396.329769599194
QR0716F,2025-01-12,14162.65,68.51,20,28,14.16,94052.65000000001,436.6107882481309,52941.67545530117
QR0717F,2024-09-08,3230.24,12.2,5,6,3.23,22748.47,516.2506675811919,10490.19920937642
QR0718F,2024-07-01,459.36,0.24,1,1,0.46,1653.71,351.02047165134155,1491.575438129227
QR0720F,2024-09-28,766.35,1.59,2,2,0.77,4089.1499999999996,374.0756159070807,2949.2283851493294
QR0721F,2025-01-08,4364.7,15.01,9,12,4.36,34844.170000000006,451.95444037952655,15328.477937502228
QR0722F,2024-09-11,3122.96,6.05,7,7,3.12,22424.679999999997,463.1415932670551,10369.081174166146
QR0724F,2024-12-28,2314.03,8.61,3,5,2.31,18560.36,413.6713759995394,7486.096010093109
QR0725F,2024-10-21,1153.11,7.36,2,2,1.15,6316.379999999999,510.8128843923567,3593.5555854121726
QR0727F,2024-03-20,615.42,2.09,1,1,0.62,3692.5,525.5783077696993,1251.1058658046247
QR0728F,2024-06-08,44.62,1.75,1,1,0.04,417.61,467.3859383032667,174.70664139668327
QR0729F,2024-04-26,83.25,3.9,1,2,0.08,325.85,428.4380030085567,286.1518197505126
QR0731F,2024-04-23,139.31,2.53,1,1,0.14,585.08,385.42096326479907,333.22883584270573
QR0732F,2024-04-27,452.89,10.77,2,4,0.45,2638.3100000000004,441.18661113744935,1289.4659394938728
QR0733F,2024-09-25,1927.07,2.52,3,3,1.93,15025.529999999999,513.7104308241182,5671.44090263497
QR0734F,2024-11-02,9856.84,35.91,13,13,9.86,63967.68,375.8736079845822,23391.98667889725
QR0735F,2024-10-01,5066.62,25.77,10,13,5.07,30040.48,522.9275092158948,16242.710698398245
QR0736F,2025-01-01,5467.05,36.36,15,16,5.47,45964.33,408.14943929362494,16233.923714881388
QR0738F,2024-07-31,363.95,9.3,2,3,0.36,1982.76,506.42243939438094,1234.4631880803342
QR0739F,2024-12-25,7924.69,35.46,17,19,7.92,43119.06,522.9052402601079,22852.2669654548
QR0740F,2024-09-28,3770.46,19.73,6,7,3.77,27549.7,461.53809582554294,8977.522872218495
QR0741F,2024-12-10,16320.31,46.69,20,24,16.32,100568.64000000001,378.24342778460465,57640.39304923933
QR0742F,2024-11-15,3066.38,12.23,9,9,3.07,20144.85,403.04175745135143,7268.005307301411
QR0743F,2024-10-08,8945.0,46.07,8,16,8.94,54336.630000000005,493.8487814167924,25014.383887641146
QR0744F,2024-10-23,2270.2,3.77,1,3,2.27,9188.550000000001,500.55535968613344,8293.124552725256
QR0745F,2024-06-20,374.43,1.32,1,1,0.37,2628.52,447.4216404851734,1324.530769993786
QR0746F,2025-01-16,5582.05,35.56,14,18,5.58,35871.57,514.2943557695288,16545.951787436992
QR0747F,2024-11-13,5989.79,14.3,11,15,5.99,44259.43000000001,422.0771190296189,19286.227186088134
QR0748F,2024-09-25,101.9,7.24,1,2,0.1,640.18,396.3676867094216,274.49678881223224
QR0749F,2024-07-06,1186.2,8.86,3,4,1.19,8736.7,445.7987562070639,3725.7274359562084
QR0750F,2024-08-31,3444.57,13.73,6,6,3.44,23969.26,429.8871284594046,12379.511332253787
QR0751F,2024-12-12,11512.39,57.53,22,24,11.51,67184.25,442.02927464572053,38741.742322743914
QR0753F,2024-04-28,2274.2,5.13,3,3,2.27,8754.89,390.75054310413236,6291.956636518114
QR0754F,2024-11-19,4758.86,13.51,9,9,4.76,28182.050000000003,484.15625282916784,13947.98635202723
QR0758F,2024-08-06,3638.2,8.87,3,5,3.64,38936.84,517.4311930994245,13727.064709189732
QR0759F,2024-09-24,3209.54,19.21,6,6,3.21,19652.459999999995,454.18270173701876,11875.6893091675
QR0760F,2024-06-13,46.5,9.63,1,2,0.05,167.39,418.4755652454399,154.43319281337588
QR0761F,2024-07-15,2372.22,8.14,1,2,2.37,19465.61,552.3082113592314,5513.611209108313
QR0763F,2024-02-21,471.84,5.0,1,1,0.47,1698.63,471.80838791457614,1531.8592224142021
QR0764F,2024-12-25,918.71,12.92,3,4,0.92,7168.26,553.8156064429925,2573.1073451918205
QR0766F,2025-01-28,14876.84,48.74,21,29,14.88,78412.73000000001,491.51365290237277,39924.7251922037
QR0767F,2024-06-02,283.72,4.64,1,1,0.28,1991.7,404.79568761489315,883.5328843520239
QR0768F,2024-08-30,4376.56,10.49,3,4,4.38,36338.07,419.99629599998633,11660.29105486298
QR0769F,2024-11-01,3862.66,15.4,10,10,3.86,23903.43,454.10840873571834,11974.14623589124
QR0770F,2024-10-20,690.37,10.67,3,4,0.69,3523.6200000000003,456.0544583320483,2133.132202533716
QR0771F,2024-11-14,5697.33,27.25,10,12,5.7,36088.2,420.427074604045,14260.692669744321
QR0773F,2024-11-30,5529.18,17.35,8,9,5.53,39411.729999999996,520.6267494466265,15032.427597069784
QR0775F,2024-03-27,932.79,2.32,2,2,0.93,6548.23,423.5189713524378,3369.3617723956363
QR0776F,2024-05-31,633.11,3.42,2,2,0.63,7825.719999999999,423.88415388911795,2016.5089981411295
QR0777F,2024-08-25,3563.16,12.66,4,7,3.56,22235.36,473.7578131032267,12111.84429131542
QR0778F,2024-11-06,1964.91,16.87,2,4,1.96,15432.16,368.90358283315044,6767.959255332504
QR0779F,2024-10-30,5343.77,22.27,8,11,5.34,32792.68,444.82857774307973,16049.156895250837
QR0781F,2024-07-01,1549.49,0.34,0,1,1.55,22312.73,462.88177040843544,4709.573263732727
QR0782F,2024-09-16,5762.32,27.74,10,12,5.76,34733.54,396.4132475769576,18449.781305463835
QR0784F,2024-10-08,6191.74,8.05,6,8,6.19,28515.58,478.7448900703845,24007.607238113775
QR0786F,2024-12-21,7744.62,19.87,11,13,7.74,54873.009999999995,415.3166923731608,24285.55378511901
QR0787F,2024-04-17,959.85,1.09,1,2,0.96,12255.41,459.69814769111196,2657.993197103188
QR0789F,2024-05-09,939.71,5.51,2,3,0.94,7097.27,492.630237693652,3092.447366147169
QR0790F,2024-11-29,6212.07,25.54,10,12,6.21,44994.09999999999,428.46340478801505,18577.884412477793
QR0791F,2024-02-14,331.01,0.66,0,1,0.33,1191.63,431.8122294635653,1125.9501469527443
QR0792F,2024-08-23,8093.26,7.29,6,7,8.09,51213.58,387.6093395938957,27070.5638255111
QR0793F,2024-07-14,1928.52,11.82,3,4,1.93,15748.41,501.59669717058637,6253.504972620558
QR0794F,2024-07-01,801.9,9.22,2,3,0.8,5826.7,444.945337552278,2594.490902539432
QR0795F,2024-04-02,109.5,1.54,0,1,0.11,657.0,443.31880947880137,359.8941269262218
QR0796F,2024-07-05,1652.35,13.34,3,3,1.65,10220.740000000002,409.36742673690145,5674.312830090518
QR0797F,2024-12-13,4425.12,14.4,5,7,4.43,34787.64,408.1477791610853,10793.812304199677
QR0798F,2024-06-06,1728.78,2.2,2,2,1.73,14696.39,487.99442923221784,6045.461202249422
QR0799F,2024-09-28,6400.06,17.93,8,10,6.4,39664.24,499.8173208932012,20983.80967967863
QR0800F,2024-06-26,996.81,3.21,2,2,1.0,4613.01,472.42360266064134,2570.596813245018
QR0801F,2024-11-15,7953.69,28.91,9,13,7.95,51228.63,406.47252265523514,22665.294834672623
QR0802F,2024-06-27,1583.62,9.62,6,6,1.58,11952.630000000001,360.4207611212719,4780.01742642058
QR0803F,2024-08-15,979.18,2.85,1,3,0.98,5586.3099999999995,434.9969305388476,2668.71251705594
QR0804F,2024-06-27,5353.09,17.18,5,7,5.35,36022.74,490.65353285586946,11914.930707631833
QR0805F,2025-01-11,9718.25,38.24,17,19,9.72,76860.63,452.5778239576369,35818.737418029996
QR0806F,2024-10-09,3799.96,22.88,9,10,3.8,28368.100000000002,431.54240535175967,11187.266661030271
QR0807F,2025-01-22,5002.12,28.98,10,11,5.0,35609.659999999996,342.3799061021796,14343.050448770753
QR0808F,2025-01-03,2207.29,7.4,5,6,2.21,16247.61,417.73909755444265,6697.370979559647
QR0809F,2024-03-22,2446.33,0.53,1,1,2.45,8806.78,508.2058751731789,6757.922439253762
QR0810F,2024-11-11,2699.91,10.96,3,6,2.7,24069.45,443.41715229318885,8146.604381070044
QR0811F,2024-04-06,711.39,0.29,0,1,0.71,2561.02,454.2860300656767,2066.145370573933
QR0816F,2024-08-05,2109.65,11.74,4,5,2.11,13330.06,491.37929966487326,6778.311110203133
QR0817F,2024-03-24,171.43,1.16,1,1,0.17,1604.61,465.3481364512356,512.7965043610742
QR0818F,2024-09-12,3294.4,3.75,4,5,3.29,23963.980000000003,482.4345100124649,11442.704323521266
QR0819F,2025-01-04,4256.59,6.36,7,8,4.26,31164.97,459.1587561019652,13362.707531595583
QR0821F,2025-01-14,4856.58,26.81,13,14,4.86,28685.59,511.42611556894633,16317.532581552623
QR0822F,2024-11-02,3378.2,1.94,1,3,3.38,33586.68,503.9768349124661,9546.209253799841
QR0823F,2024-11-09,359.73,5.24,4,4,0.36,2967.01,421.7778301815142,1073.412070934605
QR0824F,2024-10-18,1601.72,1.54,2,3,1.6,6914.46,504.9233435619727,4000.4593965285144
QR0825F,2024-06-02,1102.98,9.52,4,5,1.1,8971.57,403.1226806301614,2002.130713395582
QR0826F,2024-02-04,1331.1,7.88,2,2,1.33,5128.69,567.5412577187057,4229.289852529095
QR0830F,2024-09-07,1203.72,7.16,6,6,1.2,4490.76,388.1203581375831,3054.812060737496
QR0831F,2024-10-06,2536.0,13.4,3,5,2.54,17374.08,486.9411637598277,8351.752238925003
QR0832F,2024-07-27,749.64,3.01,0,1,0.75,5262.46,476.1382203461866,2429.483228184713
QR0833F,2025-01-17,9367.86,29.03,11,16,9.37,64028.1,439.1560816090723,21713.446246556825
QR0834F,2024-08-16,666.79,1.04,1,3,0.67,4155.21,429.9988382229451,2069.449062812519
QR0835F,2025-01-03,2775.88,8.92,7,7,2.78,16493.26,495.19781684267593,9302.239776203414
QR0836F,2024-08-18,1662.24,2.97,2,4,1.66,8626.76,500.66859893515664,4436.390619467082
QR0837F,2024-10-21,1342.4,4.03,2,3,1.34,5449.84,482.4811471410059,4060.471869302273
QR0838F,2024-11-16,1388.05,9.11,2,2,1.39,6655.17,500.2534060510032,4266.076819920257
QR0839F,2024-10-28,6041.28,35.86,7,10,6.04,47548.92,496.74734013103836,21813.6871143385
QR0840F,2024-11-20,5157.55,17.26,10,11,5.16,36715.32000000001,492.0565679517685,15775.271163030744
QR0841F,2024-02-04,15.53,3.34,1,1,0.02,55.91,477.2423702320765,37.914986415873365
QR0842F,2024-07-26,2112.63,6.58,4,4,2.11,16167.57,464.2546914775422,6526.941262971424
QR0845F,2024-10-23,7096.47,15.47,8,11,7.1,37387.63,462.4080710528606,20932.77240237962
QR0846F,2024-06-09,4949.95,14.89,6,6,4.95,39287.75,452.31781749170005,18685.579983266925
QR0847F,2024-09-28,3103.09,17.71,3,6,3.1,19652.42,384.67769510349484,9854.194011578127
QR0848F,2024-07-19,2876.53,1.8,1,2,2.88,12897.33,549.6583508373767,9532.667842074687
QR0849F,2024-08-29,5173.14,11.85,6,8,5.17,28165.14,479.18962341993864,15484.085477521405
QR0850F,2024-04-11,2397.11,9.26,2,3,2.4,16752.5,367.25907841614077,4974.003610949222
QR0851F,2024-12-05,5229.73,8.81,7,7,5.23,37697.61,439.79442870309714,15052.0100737185
QR0852F,2024-08-28,3990.05,19.84,8,8,3.99,26228.25,482.71113646313967,12440.971730497455
QR0853F,2024-12-15,756.86,1.8,2,2,0.76,6804.42,519.9226993602942,1877.7970204908995
QR0854F,2025-01-03,7068.78,29.37,12,13,7.07,58056.27,369.58278610358633,20207.569081872483
QR0855F,2024-08-15,279.68,1.89,2,2,0.28,1510.52,535.441214879363,727.8432342783433
QR0856F,2024-07-24,912.6,1.24,1,1,0.91,8541.98,348.3818094638855,2262.196627529583
QR0857F,2024-02-04,1303.9,4.34,1,1,1.3,9153.38,461.9127437179273,3399.0556171627936
QR0859F,2024-08-24,3035.24,21.61,8,13,3.04,22545.14,455.2688397879457,9128.254565356025
QR0860F,2024-11-11,4587.36,21.83,7,10,4.59,31331.350000000002,421.0470586110077,13829.85164788549
QR0861F,2024-02-16,509.24,0.41,1,2,0.51,3201.42,544.2666105173511,1597.5640199275426
QR0862F,2024-07-03,3061.64,7.55,3,6,3.06,23141.48,429.1754424636388,9932.755386695502
QR0863F,2024-05-23,3592.31,3.41,3,3,3.59,34338.41,411.45310066173084,9133.488169122771
QR0864F,2024-10-12,2669.05,19.61,10,10,2.67,18737.52,514.2186253899619,8197.841176704997
QR0865F,2024-02-22,877.52,4.58,1,2,0.88,6160.219999999999,446.53347577644666,2340.99979219464
QR0867F,2024-10-16,1264.07,4.49,3,3,1.26,8551.119999999999,451.75678495770717,3095.931817633556
QR0871F,2024-07-27,8172.99,26.58,12,14,8.17,59665.74,440.12256692381527,20518.75710795553
QR0874F,2024-11-17,5281.89,18.67,6,7,5.28,35589.88,515.6599205952042,17963.816735392476
QR0876F,2024-09-13,254.36,5.07,1,2,0.25,1042.88,402.06530801403096,726.9024585452827
QR0877F,2024-09-01,6572.12,27.41,9,11,6.57,50779.62,385.7504680571552,14232.089196442454
QR0878F,2024-10-25,5531.37,22.71,10,11,5.53,31270.3,373.4115664396302,17605.79078874675
QR0879F,2024-03-25,2836.03,6.1,1,2,2.84,16674.28,470.1863854712271,10247.279376970171
QR0880F,2024-12-18,12521.08,34.34,10,16,12.52,95580.53,517.2089954732371,35853.687537077945
QR0882F,2024-12-25,5210.22,14.31,5,9,5.21,29519.78,601.6023820389938,15520.176653778419
QR0884F,2024-08-30,3108.35,19.54,2,3,3.11,23015.25,502.3738585492383,11221.46409419853
QR0885F,2024-07-14,2096.7,10.99,4,7,2.1,12301.47,483.3536856703027,7219.220477555798
QR0886F,2024-02-13,1025.3,3.77,1,2,1.03,7187.530000000001,452.44216057043127,2780.197752277484
QR0887F,2024-09-16,851.91,14.48,2,4,0.85,6974.93,482.4742094900954,2939.348220859788
QR0889F,2024-09-15,1722.53,5.66,3,4,1.72,10426.92,459.49867879949136,4484.840242189652
QR0890F,2024-12-27,5037.49,15.34,4,7,5.04,26731.460000000003,449.4137639471722,11836.216991520245
QR0891F,2024-12-01,9482.64,20.37,12,14,9.48,76903.44,345.84356616690656,32054.21767798521
QR0892F,2024-11-04,7173.47,19.22,8,11,7.17,44718.84,432.9751624107849,20490.69416205073
QR0893F,2024-10-14,5439.27,31.26,7,8,5.44,38570.12,470.1630916643458,11616.845732929132
QR0895F,2024-07-18,1064.54,10.29,4,5,1.06,11074.279999999999,439.5806822719437,3433.451810353516
QR0896F,2024-01-31,106.75,3.18,1,1,0.11,384.32,486.0279076978877,286.66847172689916
QR0897F,2024-11-05,11083.8,67.36,22,26,11.08,88891.80000000002,402.7235991490374,31021.328187330793
QR0898F,2024-12-30,3149.34,9.81,2,5,3.15,24741.899999999998,433.18857158162996,9843.015913568548
QR0899F,2024-04-15,1381.12,2.32,1,2,1.38,9290.37,452.28680996598695,4965.77624147519
QR0900F,2024-06-07,3239.76,10.34,3,7,3.24,21744.55,470.2845440261514,9446.839003066416
QR0902F,2025-01-24,12073.8,50.32,24,30,12.07,84364.04,566.4545817164343,37729.642897614794
QR0903F,2024-11-10,6178.67,24.04,13,15,6.18,49400.25,443.9100831765236,18595.61197217929
QR0906F,2024-06-09,2116.25,9.52,4,4,2.12,14539.52,479.813115396192,6824.521651001571
QR0907F,2024-03-24,72.01,1.87,0,1,0.07,505.49,456.3117530813101,173.1978885535314
QR0908F,2024-12-26,10813.07,39.19,17,21,10.81,72142.59000000001,424.35860350853505,31140.1026597061
QR0909F,2024-08-13,2726.27,7.24,3,3,2.73,20111.29,464.71009645231055,7551.999532827894
QR0911F,2024-02-29,137.71,2.79,1,1,0.14,1983.0,470.686743735849,406.7521499941523
QR0912F,2024-07-25,1138.08,4.86,2,2,1.14,14087.91,447.15852862592766,3879.2480912635515
QR0914F,2024-07-19,2245.5,8.4,3,4,2.25,10472.52,426.45129547895436,4563.8713848104535
QR0915F,2024-04-27,263.41,1.7,4,4,0.26,1134.54,386.4645385415512,1034.5369475128116
QR0917F,2025-01-09,4393.49,34.18,12,19,4.39,29140.850000000002,470.74547303999077,12092.615964509703
QR0918F,2024-11-25,2265.4,12.78,3,6,2.27,12751.89,528.1243612747182,6770.032819636887
QR0919F,2024-09-11,2266.97,15.44,8,8,2.27,17578.73,383.01149709338506,7504.88870761619
QR0920F,2024-12-01,10145.63,27.92,12,18,10.15,62959.369999999995,475.728840446452,24350.091244967178
QR0921F,2024-08-17,4566.21,7.95,4,6,4.57,27404.989999999998,509.88337726306924,12310.156980757505
QR0922F,2024-12-17,4374.64,17.02,8,8,4.37,17626.63,502.81131579429257,12233.415426874391
QR0923F,2024-03-21,38.05,2.98,1,1,0.04,267.12,409.3731822738365,114.66890322042234
QR0924F,2025-01-07,1446.15,11.53,5,5,1.45,6706.18,431.18895001981645,5478.917764845099
QR0925F,2024-10-26,3430.01,20.69,8,9,3.43,23546.6,490.3895650939156,9785.340460642145
QR0926F,2025-01-14,15598.89,44.37,19,23,15.6,96228.68000000001,438.2288905417244,54671.59710537113
QR0927F,2024-11-02,3216.88,20.02,9,11,3.22,28472.26,506.6198984473046,6533.447252247096
QR0928F,2024-05-23,1477.64,4.34,3,3,1.48,12423.240000000002,436.8321442204165,3964.867969642283
QR0929F,2024-07-25,3029.91,17.08,9,10,3.03,21745.99,412.445684654387,9264.913916861364
QR0930F,2025-01-09,4955.8,23.19,6,9,4.96,31793.12,377.6785262103832,13951.216498936226
QR0931F,2024-09-09,7670.11,20.75,9,12,7.67,59973.020000000004,490.5940678691425,28437.707387495135
QR0932F,2025-01-08,16202.67,54.1,20,28,16.2,119424.42,446.5799370221357,43318.43077563152
QR0933F,2024-06-09,799.83,4.81,1,2,0.8,3035.1499999999996,423.7592431463469,2728.068744829461
QR0934F,2024-03-12,794.93,0.34,1,1,0.79,7440.54,382.74763635398926,2956.7766001155164
QR0935F,2024-02-16,636.04,4.17,1,1,0.64,2289.73,414.47945321505597,2209.7408368890992
QR0937F,2024-11-20,4217.74,32.25,8,10,4.22,26019.82,448.1066111343472,13846.149759034655
QR0939F,2024-11-18,3648.34,16.88,8,9,3.65,30991.21,443.9666309857197,12427.800984928868
QR0940F,2025-01-28,8354.98,32.89,16,21,8.35,53272.619999999995,468.45402745189574,24008.29586345821
QR0941F,2024-07-14,4631.33,22.29,6,7,4.63,31656.039999999997,483.2993497233944,16853.411266850555
QR0942F,2024-03-04,1019.07,7.71,1,3,1.02,7876.7699999999995,469.3188884539235,3095.1633035308987
QR0943F,2024-06-21,943.38,1.7,1,1,0.94,3396.18,383.0987921588368,2263.549295072012
QR0945F,2024-11-04,6811.51,19.44,10,10,6.81,39291.58,411.22809924122197,16684.473136371627
QR0946F,2024-09-11,299.43,1.9,2,3,0.3,1385.87,393.5065083033379,809.2120433228473
QR0947F,2024-08-27,550.49,2.47,2,3,0.55,3004.39,487.69081357426495,1596.9107564200665
QR0949F,2024-03-05,248.8,0.24,1,1,0.25,2328.79,333.7607047652232,622.5536571641686
QR0952F,2024-10-13,5330.03,11.88,7,9,5.33,36185.469999999994,387.43881904057145,22169.17453182055
QR0954F,2024-03-20,782.15,0.57,1,1,0.78,7320.89,497.2527047406103,1549.021767010042
QR0955F,2024-11-01,2223.04,9.34,1,4,2.22,10605.89,411.4353085038944,8077.779574606519
QR0956F,2024-09-10,1716.15,2.89,3,4,1.72,12722.949999999999,459.4485915192097,6025.873735461986
QR0957F,2024-03-28,447.19,3.44,2,2,0.45,4109.93,366.09785892678997,1248.528887548314
QR0958F,2024-05-02,306.8,0.24,0,1,0.31,2153.71,486.9160718739421,887.0906538353535
QR0960F,2024-02-29,173.34,0.45,1,1,0.17,624.01,403.0583712161113,505.90848267197816
QR0961F,2024-02-03,496.55,3.33,0,1,0.5,4171.04,442.00306841041225,1574.5336362642297
QR0962F,2024-04-13,758.5,1.21,0,1,0.76,7099.55,403.91409487871056,2287.982957437617
QR0964F,2024-07-27,1372.06,2.82,3,4,1.37,9321.91,418.49745146023207,4422.45876922087
QR0965F,2024-07-29,677.58,7.14,3,4,0.68,4530.860000000001,480.86750656388176,1890.2895245496045
QR0966F,2024-07-16,1806.09,17.34,3,5,1.81,12403.71,461.5523650262738,4911.494866452654
QR0967F,2024-06-02,1907.41,8.05,1,2,1.91,16778.96,499.8409813642584,3947.9198733271055
QR0969F,2024-06-01,970.56,1.09,0,1,0.97,4076.37,460.3028239662064,2573.9690649989952
QR0970F,2024-07-19,2264.75,18.32,11,12,2.26,16044.28,519.0753290308911,6878.008978774516
QR0971F,2024-05-24,1460.2,3.22,2,2,1.46,20296.05,458.6475416874401,4237.10241402407
QR0972F,2024-11-02,2153.67,10.98,6,10,2.15,12256.210000000001,481.9803373853728,5094.058434247288
QR0973F,2024-02-27,170.46,8.32,1,2,0.17,1650.55,420.05007750092443,647.6813258463868
QR0974F,2024-11-16,8360.1,17.78,8,11,8.36,55623.42,412.10100417237857,23762.12323913008
QR0975F,2024-12-21,1071.05,11.69,5,6,1.07,7769.79,497.80820450892134,3405.8688878712187
QR0976F,2024-04-21,3445.53,10.94,4,7,3.45,35777.31,372.7807902228917,9562.237442553664
QR0977F,2024-03-24,1967.93,8.84,2,3,1.97,8406.89,415.5341088327164,6391.566093748779
QR0978F,2025-01-11,10061.92,36.06,14,17,10.06,74215.9,460.93586389357574,26711.326755783273
QR0979F,2024-08-28,1189.68,3.56,3,3,1.19,9334.0,432.71442636320154,3558.268090238981
QR0980F,2024-09-15,353.74,6.51,3,3,0.35,2043.93,473.15488696988274,932.7839523551448
QR0981F,2024-12-10,9184.9,26.39,9,15,9.18,78973.10999999999,444.0519110386012,32184.655271856518
QR0982F,2024-09-09,5270.58,15.92,10,12,5.27,30906.7,440.58746227174305,16015.520163194473
QR0983F,2024-04-13,595.53,0.92,1,1,0.6,2143.89,468.0582822040409,1338.537167820462
QR0984F,2024-06-20,889.99,4.79,1,1,0.89,8330.27,386.93005914279615,3115.119366552461
QR0986F,2024-03-15,564.81,4.51,1,1,0.56,3964.94,431.4783900786053,1765.4239007091885
QR0987F,2024-11-04,3880.43,18.48,7,8,3.88,32653.909999999996,539.3142779852286,10932.549499594379
QR0988F,2024-12-29,617.84,10.25,3,4,0.62,3912.0599999999995,386.71673586910686,1816.8157915327347
QR0989F,2024-04-27,119.09,1.6,1,1,0.12,714.56,491.78953296876034,413.1264765535279
QR0990F,2024-06-16,924.51,11.43,3,4,0.92,8841.05,403.3978572367809,3023.7587161669944
QR0991F,2024-04-13,1002.71,0.49,1,1,1.0,7039.0,589.1870291804378,3301.624024742186
QR0992F,2024-04-23,1041.91,4.61,1,2,1.04,8924.89,430.04465478150547,3740.7150523927535
QR0993F,2024-11-29,979.36,5.19,2,3,0.98,5187.169999999999,382.7905157429462,2760.0799521773106
QR0994F,2024-03-04,1506.02,2.02,1,2,1.51,15539.93,431.12951601362636,3836.351118096431
QR0995F,2024-10-16,5586.54,20.74,11,12,5.59,46572.94,401.196231044937,18457.98763124828
QR0996F,2024-11-02,4310.7,40.42,9,12,4.31,28573.83,470.7015897734326,15195.350763345838
QR0997F,2024-09-02,224.52,8.23,1,2,0.22,1236.85,515.3968961575029,766.8417639927901
QR1001F,2024-08-25,150.72,0.21,1,1,0.15,542.6,513.0058939842861,483.3572952406951
QR1002F,2025-01-27,8552.15,29.88,11,13,8.55,72594.62999999999,430.94033411269794,17319.79473721833
QR1003F,2024-10-12,7158.37,15.88,9,10,7.16,74772.2,506.26645168800894,17049.95319419317
QR1004F,2024-08-22,4887.31,33.78,9,10,4.89,28818.579999999998,443.10654363932923,13053.627773895016
QR1005F,2024-08-01,842.48,14.32,4,5,0.84,6440.91,472.22903424455495,2048.6199478343633
QR1006F,2024-04-25,1865.77,6.98,4,5,1.87,12522.58,423.7457068587888,4297.331785028275
QR1007F,2024-05-07,715.05,1.03,0,1,0.72,5019.68,344.23841717625305,2170.2871675132756
QR1008F,2024-10-12,4487.98,19.16,6,9,4.49,27680.75,473.77423430846295,12726.852645594654
