uld_id,uld_type,max_weight_kg,max_volume_cubic_m,purchase_date,current_status,current_location,last_inspection_date,total_flights
ULD002182,AMA,6804,18.0,2024-08-14,Under Maintenance,MAD,2024-08-14,43
ULD002183,AMA,6804,18.0,2021-08-16,In Use,BKK,2024-02-28,50
ULD002184,PLA,4627,12.0,2024-03-24,Under Maintenance,CAN,2024-04-03,51
ULD002185,AAP,6032,16.0,2020-04-13,Under Maintenance,SYD,2023-07-07,57
ULD002186,DQF,2449,7.0,2024-03-09,In Use,NRT,2024-11-10,55
ULD002187,AKH,1588,11.5,2024-08-16,In Use,IST,2023-06-14,50
ULD002188,PAG,6804,18.0,2020-02-14,In Use,LHR,2024-11-01,49
ULD002189,PMC,6804,18.0,2024-06-08,In Use,MEL,2023-07-21,62
ULD002190,PLA,4627,12.0,2024-03-19,In Use,ORD,2024-08-28,66
ULD002191,PLA,4627,12.0,2022-03-01,In Use,AMS,2025-01-16,53
ULD002192,PAG,6804,18.0,2023-03-23,In Use,DOH,2024-06-22,41
ULD002193,AAP,6032,16.0,2024-10-27,In Use,DXB,2023-06-08,39
ULD002194,AKH,1588,11.5,2020-04-20,In Use,JFK,2025-01-20,49
ULD002195,DQF,2449,7.0,2020-07-28,Available,IST,2024-11-07,44
ULD002196,P1P,6804,18.0,2024-03-29,In Use,DXB,2023-07-11,48
ULD002197,AMA,6804,18.0,2020-10-03,In Use,JFK,2023-07-05,54
ULD002198,PAG,6804,18.0,2024-04-03,In Use,CDG,2023-10-04,50
ULD002199,PAG,6804,18.0,2021-08-13,In Use,MEL,2023-09-16,45
ULD002200,DQF,2449,7.0,2024-12-13,In Use,DXB,2024-06-08,42
ULD002201,AMA,6804,18.0,2024-10-10,Available,NRT,2025-01-01,44
ULD002202,P1P,6804,18.0,2021-01-13,Under Maintenance,DOH,2024-12-31,56
ULD002203,DQF,2449,7.0,2020-05-06,In Use,SYD,2023-09-17,52
ULD002204,PLA,4627,12.0,2023-03-01,Under Maintenance,CAN,2023-07-25,38
ULD002205,AKE,1588,10.4,2022-06-05,In Use,IST,2023-12-08,48
ULD002206,AAP,6032,16.0,2022-05-02,Under Maintenance,FRA,2023-11-21,54
ULD002207,AMA,6804,18.0,2020-02-25,Available,CDG,2024-09-01,44
ULD002208,PMC,6804,18.0,2024-02-26,In Use,CAN,2024-01-03,48
ULD002209,P1P,6804,18.0,2021-03-03,Available,MAD,2023-06-27,70
ULD002210,PAG,6804,18.0,2022-08-02,Available,MEL,2024-01-02,47
ULD002211,AMA,6804,18.0,2023-12-12,In Use,ORD,2023-12-11,54
ULD002212,AMA,6804,18.0,2023-05-07,In Use,PVG,2024-04-01,41
ULD002213,AKE,1588,10.4,2024-04-18,In Use,CAN,2023-08-20,57
ULD002214,AAP,6032,16.0,2022-11-15,In Use,DOH,2024-12-04,46
ULD002215,PMC,6804,18.0,2023-05-19,Available,SYD,2023-09-25,56
ULD002216,PAG,6804,18.0,2021-12-27,In Use,ORD,2023-11-19,48
ULD002217,PLA,4627,12.0,2021-05-02,Available,PVG,2024-01-11,48
ULD002218,DQF,2449,7.0,2024-11-11,In Use,DOH,2024-05-21,50
ULD002219,P6P,13608,36.0,2022-03-01,Available,NRT,2023-09-04,61
ULD002220,AAP,6032,16.0,2022-09-13,Retired,MEL,2024-08-31,64
ULD002221,P6P,13608,36.0,2021-03-10,In Use,DEL,2023-09-30,57
ULD002222,P6P,13608,36.0,2024-04-23,In Use,LAX,2023-11-11,34
ULD002223,PLA,4627,12.0,2023-08-18,In Use,LAX,2024-02-28,51
ULD002224,AKH,1588,11.5,2022-04-01,In Use,CDG,2023-12-18,53
ULD002225,PMC,6804,18.0,2022-11-25,In Use,CAN,2023-08-15,68
ULD002226,PMC,6804,18.0,2023-12-13,In Use,BKK,2024-11-01,41
ULD002227,AKH,1588,11.5,2024-04-04,In Use,PVG,2023-10-16,51
ULD002228,AAP,6032,16.0,2020-05-12,In Use,DEL,2024-07-04,53
ULD002229,PMC,6804,18.0,2024-08-03,In Use,CDG,2024-12-08,49
ULD002230,AKH,1588,11.5,2021-04-12,Under Maintenance,LAX,2023-11-09,37
ULD002231,DQF,2449,7.0,2022-09-02,In Use,BKK,2024-11-02,50
ULD002232,P1P,6804,18.0,2023-09-09,In Use,LHR,2023-09-02,50
ULD002233,PAG,6804,18.0,2022-09-22,In Use,SIN,2024-08-11,53
ULD002234,PAG,6804,18.0,2023-08-02,Under Maintenance,ORD,2024-11-04,59
ULD002235,PLA,4627,12.0,2025-01-14,In Use,HKG,2024-09-21,50
ULD002236,AAP,6032,16.0,2020-03-29,In Use,AMS,2023-12-24,53
ULD002237,AKH,1588,11.5,2020-09-28,In Use,CDG,2023-12-19,49
ULD002238,AAP,6032,16.0,2025-01-05,Under Maintenance,BKK,2023-08-03,41
ULD002239,PLA,4627,12.0,2022-11-09,Available,AMS,2023-08-11,51
ULD002240,AAP,6032,16.0,2020-04-18,In Use,BKK,2024-06-04,48
ULD002241,P6P,13608,36.0,2020-07-31,In Use,MAD,2024-09-01,59
ULD002242,DQF,2449,7.0,2020-07-10,In Use,NRT,2024-03-12,39
ULD002243,PMC,6804,18.0,2023-09-07,In Use,LAX,2023-11-28,59
ULD002244,P6P,13608,36.0,2021-05-05,Available,IST,2024-01-09,55
ULD002245,PAG,6804,18.0,2020-02-20,Under Maintenance,AMS,2024-07-05,53
ULD002246,PMC,6804,18.0,2022-07-12,In Use,LHR,2023-11-26,56
ULD002247,AKH,1588,11.5,2020-10-24,In Use,MAD,2023-12-22,53
ULD002248,PAG,6804,18.0,2023-12-07,Available,BKK,2024-08-08,41
ULD002249,PLA,4627,12.0,2021-08-28,In Use,SIN,2024-04-17,52
ULD002250,PLA,4627,12.0,2024-06-12,In Use,DEL,2023-11-23,48
ULD002251,PLA,4627,12.0,2022-04-19,In Use,SIN,2024-02-12,54
ULD002252,P6P,13608,36.0,2023-11-29,In Use,LHR,2023-08-28,39
ULD002253,AMA,6804,18.0,2021-07-22,Under Maintenance,SIN,2023-08-08,50
ULD002254,DQF,2449,7.0,2024-06-04,Under Maintenance,PVG,2023-08-07,51
ULD002255,DQF,2449,7.0,2022-03-18,In Use,JFK,2023-10-05,58
ULD002256,AMA,6804,18.0,2024-05-19,Under Maintenance,ORD,2024-10-05,49
ULD002257,P1P,6804,18.0,2021-04-12,In Use,SYD,2024-07-15,58
ULD002258,AKH,1588,11.5,2024-05-03,Available,IST,2024-12-01,48
ULD002259,PAG,6804,18.0,2021-09-03,In Use,SIN,2024-06-16,50
ULD002260,DQF,2449,7.0,2020-10-08,In Use,LHR,2025-01-18,44
ULD002261,PMC,6804,18.0,2023-01-30,In Use,MAD,2024-07-22,50
ULD002262,PLA,4627,12.0,2024-02-04,In Use,LAX,2024-12-06,40
ULD002263,AMA,6804,18.0,2024-10-14,In Use,DOH,2025-01-07,66
ULD002264,DQF,2449,7.0,2024-10-20,In Use,NRT,2023-06-17,42
ULD002265,PAG,6804,18.0,2024-02-09,In Use,MAD,2024-04-21,46
ULD002266,PMC,6804,18.0,2023-12-13,In Use,JFK,2024-01-08,46
ULD002267,P1P,6804,18.0,2022-09-16,In Use,MAD,2023-07-30,51
ULD002268,AAP,6032,16.0,2021-08-06,In Use,DXB,2023-09-18,49
ULD002269,AAP,6032,16.0,2020-03-28,In Use,DOH,2024-09-25,47
ULD002270,P6P,13608,36.0,2021-03-20,In Use,BKK,2024-03-11,44
ULD002271,AKH,1588,11.5,2024-11-16,In Use,LAX,2024-03-01,56
ULD002272,AAP,6032,16.0,2022-06-07,In Use,DOH,2023-06-26,54
ULD002273,DQF,2449,7.0,2021-07-31,In Use,SYD,2024-12-23,48
ULD002274,AAP,6032,16.0,2021-04-09,In Use,LHR,2025-01-28,47
ULD002275,P1P,6804,18.0,2021-05-28,In Use,LHR,2024-08-18,43
ULD002276,P1P,6804,18.0,2022-11-16,In Use,HKG,2024-09-15,43
ULD002277,PLA,4627,12.0,2022-09-03,In Use,MAD,2024-03-26,47
ULD002278,AKE,1588,10.4,2021-03-31,In Use,LHR,2024-04-11,46
ULD002279,PLA,4627,12.0,2020-07-02,Available,FRA,2023-06-28,40
ULD002280,PAG,6804,18.0,2021-06-23,Under Maintenance,CDG,2023-09-01,50
ULD002281,AKH,1588,11.5,2022-08-07,In Use,DOH,2024-08-12,62
ULD002282,AKE,1588,10.4,2021-05-14,In Use,CDG,2023-06-17,45
ULD002283,AKH,1588,11.5,2024-01-03,In Use,HKG,2024-06-11,45
ULD002284,AAP,6032,16.0,2022-01-19,Available,LHR,2024-09-27,34
ULD002285,PLA,4627,12.0,2020-11-06,In Use,MEL,2024-06-25,57
ULD002286,PAG,6804,18.0,2024-12-22,In Use,CDG,2024-10-09,50
ULD002287,P6P,13608,36.0,2020-09-27,In Use,PVG,2024-03-13,41
ULD002288,PLA,4627,12.0,2020-04-08,Under Maintenance,HKG,2023-12-15,47
ULD002289,AMA,6804,18.0,2023-02-21,In Use,SYD,2024-10-20,51
ULD002290,PAG,6804,18.0,2024-07-06,In Use,LAX,2025-01-12,48
ULD002291,PAG,6804,18.0,2024-04-18,In Use,CDG,2024-01-05,53
ULD002292,PMC,6804,18.0,2023-10-14,In Use,DXB,2025-01-29,49
ULD002293,P6P,13608,36.0,2022-10-08,In Use,JFK,2024-05-27,40
ULD002294,AMA,6804,18.0,2022-11-04,In Use,DEL,2025-01-05,56
ULD002295,PMC,6804,18.0,2022-04-13,Retired,HKG,2024-06-12,50
ULD002296,P1P,6804,18.0,2020-11-14,Available,CAN,2023-12-28,52
ULD002297,AAP,6032,16.0,2023-09-07,In Use,HKG,2024-05-27,34
ULD002298,P6P,13608,36.0,2024-09-01,In Use,LAX,2023-11-13,43
ULD002299,AAP,6032,16.0,2024-10-26,In Use,MEL,2024-07-06,55
ULD002300,PMC,6804,18.0,2023-11-12,In Use,DOH,2024-07-09,41
ULD002301,P6P,13608,36.0,2020-10-02,Under Maintenance,MAD,2024-08-17,42
ULD002302,PLA,4627,12.0,2022-12-19,In Use,FRA,2024-10-31,44
ULD002303,P1P,6804,18.0,2023-06-11,In Use,DOH,2024-10-06,45
ULD002304,AMA,6804,18.0,2020-06-20,In Use,HKG,2023-08-20,35
ULD002305,DQF,2449,7.0,2021-11-11,In Use,ORD,2024-08-01,35
ULD002306,AMA,6804,18.0,2023-10-07,In Use,LHR,2024-11-17,50
ULD002307,AAP,6032,16.0,2024-03-09,In Use,BKK,2024-12-12,51
ULD002308,AMA,6804,18.0,2022-10-15,In Use,CDG,2024-01-29,43
ULD002309,AKE,1588,10.4,2024-06-05,In Use,DEL,2024-10-17,52
ULD002310,PMC,6804,18.0,2023-05-15,Available,MEL,2024-10-14,56
ULD002311,AAP,6032,16.0,2023-08-13,In Use,LHR,2024-11-18,41
ULD002312,P1P,6804,18.0,2021-02-03,Available,ORD,2024-06-11,54
ULD002313,DQF,2449,7.0,2023-12-18,Available,FRA,2023-11-09,54
ULD002314,PAG,6804,18.0,2020-01-10,In Use,CDG,2024-09-20,44
ULD002315,P1P,6804,18.0,2020-11-19,In Use,FRA,2024-11-10,43
ULD002316,AMA,6804,18.0,2020-04-10,In Use,LAX,2023-12-30,54
ULD002317,P1P,6804,18.0,2025-01-30,In Use,MAD,2024-01-11,62
ULD002318,AKE,1588,10.4,2022-12-20,In Use,AMS,2025-01-01,39
ULD002319,AKH,1588,11.5,2021-08-24,Retired,LHR,2024-05-15,45
ULD002320,AAP,6032,16.0,2023-08-29,Under Maintenance,NRT,2024-12-19,48
ULD002321,AKH,1588,11.5,2023-12-10,In Use,PVG,2025-01-27,50
ULD002322,AMA,6804,18.0,2021-06-19,In Use,JFK,2023-06-23,48
ULD002323,PLA,4627,12.0,2021-12-28,Available,BKK,2023-10-04,56
ULD002324,AAP,6032,16.0,2022-07-19,Available,FRA,2024-09-18,42
ULD002325,PLA,4627,12.0,2024-12-17,In Use,FRA,2023-06-01,47
ULD002326,DQF,2449,7.0,2024-04-16,In Use,MAD,2023-11-01,57
ULD002327,AMA,6804,18.0,2020-06-06,In Use,AMS,2023-08-19,43
ULD002328,AKH,1588,11.5,2020-02-29,Retired,SYD,2024-01-24,39
ULD002329,PLA,4627,12.0,2021-10-28,In Use,AMS,2024-06-20,56
ULD002330,PMC,6804,18.0,2020-03-21,In Use,DEL,2023-12-14,52
ULD002331,PLA,4627,12.0,2022-02-16,Available,AMS,2023-07-06,51
ULD002332,AKE,1588,10.4,2020-02-25,Available,ORD,2024-11-27,47
ULD002333,AKH,1588,11.5,2020-11-22,Available,BKK,2024-07-25,53
ULD002334,P6P,13608,36.0,2024-05-29,In Use,PVG,2024-02-09,62
ULD002335,AAP,6032,16.0,2022-08-28,In Use,MAD,2023-09-09,51
ULD002336,DQF,2449,7.0,2020-05-04,In Use,LAX,2024-12-30,56
ULD002337,P1P,6804,18.0,2021-12-19,In Use,JFK,2024-05-20,42
ULD002338,PAG,6804,18.0,2021-01-08,In Use,AMS,2024-05-26,55
ULD002339,AMA,6804,18.0,2024-01-28,In Use,CDG,2024-12-22,49
ULD002340,AKE,1588,10.4,2021-03-30,In Use,IST,2023-06-09,46
ULD002341,PAG,6804,18.0,2020-11-09,In Use,ORD,2023-06-21,48
ULD002342,PLA,4627,12.0,2023-05-16,Retired,SYD,2023-08-18,52
ULD002343,PLA,4627,12.0,2023-10-12,In Use,CAN,2024-01-04,58
ULD002344,AKH,1588,11.5,2020-09-12,In Use,LHR,2023-12-08,58
ULD002345,AKH,1588,11.5,2020-07-09,In Use,CAN,2024-06-07,46
ULD002346,AAP,6032,16.0,2022-01-01,In Use,ORD,2023-10-26,47
ULD002347,DQF,2449,7.0,2024-06-03,Available,SYD,2024-09-28,36
ULD002348,P1P,6804,18.0,2020-05-23,Available,SYD,2023-07-06,52
ULD002349,AKE,1588,10.4,2024-01-02,In Use,ORD,2024-03-28,45
ULD002350,AMA,6804,18.0,2023-11-03,In Use,LHR,2023-07-21,58
ULD002351,PAG,6804,18.0,2021-08-27,In Use,DOH,2024-05-29,58
ULD002352,AAP,6032,16.0,2023-11-01,In Use,MAD,2024-08-10,56
ULD002353,AAP,6032,16.0,2022-07-02,In Use,DEL,2024-02-08,43
ULD002354,P6P,13608,36.0,2023-07-06,Retired,SIN,2023-10-01,59
ULD002355,AKE,1588,10.4,2022-02-06,In Use,JFK,2023-12-11,41
ULD002356,PLA,4627,12.0,2024-03-09,In Use,CAN,2023-12-09,66
ULD002357,AKH,1588,11.5,2023-09-20,In Use,CDG,2024-07-20,47
ULD002358,PLA,4627,12.0,2022-06-25,In Use,ORD,2024-11-06,55
ULD002359,DQF,2449,7.0,2020-04-09,In Use,IST,2023-10-31,56
ULD002360,P1P,6804,18.0,2024-07-19,In Use,LAX,2024-04-29,50
ULD002361,P6P,13608,36.0,2020-08-01,In Use,ORD,2024-09-12,47
ULD002362,AKH,1588,11.5,2022-01-13,In Use,CAN,2024-09-29,47
ULD002363,PAG,6804,18.0,2020-03-31,Available,DXB,2023-11-12,50
ULD002364,AMA,6804,18.0,2020-11-20,Under Maintenance,LAX,2024-10-25,47
ULD002365,DQF,2449,7.0,2023-03-06,In Use,SIN,2024-08-17,54
ULD002366,PMC,6804,18.0,2021-05-04,In Use,JFK,2024-12-18,55
ULD002367,PLA,4627,12.0,2020-12-25,In Use,BKK,2023-06-24,53
ULD002368,PLA,4627,12.0,2022-06-11,In Use,SYD,2024-05-12,52
ULD002369,AAP,6032,16.0,2021-03-15,Available,CDG,2024-06-17,51
ULD002370,PMC,6804,18.0,2023-02-21,In Use,HKG,2024-07-26,38
ULD002371,PMC,6804,18.0,2021-10-27,In Use,CDG,2023-12-12,66
ULD002372,AAP,6032,16.0,2024-11-21,In Use,SIN,2024-07-29,49
ULD002373,AMA,6804,18.0,2023-04-29,In Use,ORD,2024-10-13,51
ULD002374,PMC,6804,18.0,2020-10-21,In Use,DEL,2024-05-28,44
ULD002375,AKH,1588,11.5,2020-04-02,Under Maintenance,SIN,2024-01-02,42
ULD002376,AKH,1588,11.5,2024-06-14,In Use,LAX,2023-09-07,49
ULD002377,AKH,1588,11.5,2023-07-09,In Use,MEL,2024-07-25,44
ULD002378,AKE,1588,10.4,2022-07-29,In Use,AMS,2024-02-14,53
ULD002379,PMC,6804,18.0,2024-04-16,In Use,HKG,2024-04-26,48
ULD002380,AKE,1588,10.4,2024-05-05,In Use,DOH,2023-11-15,52
ULD002381,P6P,13608,36.0,2020-12-21,Available,LHR,2024-07-13,51
ULD002382,AKH,1588,11.5,2023-12-21,In Use,DOH,2023-07-07,65
ULD002383,PLA,4627,12.0,2023-03-16,In Use,DXB,2024-04-10,36
ULD002384,PMC,6804,18.0,2022-09-15,In Use,MEL,2024-08-18,44
ULD002385,P6P,13608,36.0,2022-09-13,In Use,SYD,2023-12-26,49
ULD002386,PAG,6804,18.0,2022-11-03,Retired,FRA,2024-07-22,47
ULD002387,PAG,6804,18.0,2021-01-07,In Use,LAX,2024-06-17,50
ULD002388,P6P,13608,36.0,2025-01-21,In Use,SYD,2023-08-01,53
ULD002389,PAG,6804,18.0,2023-10-26,Available,DOH,2024-08-12,43
ULD002390,PMC,6804,18.0,2022-11-06,Under Maintenance,LAX,2023-12-26,55
ULD002391,AAP,6032,16.0,2022-02-05,In Use,HKG,2024-02-19,52
ULD002392,P1P,6804,18.0,2020-12-28,In Use,FRA,2024-07-02,49
ULD002393,PAG,6804,18.0,2020-02-03,In Use,AMS,2024-07-26,51
ULD002394,P1P,6804,18.0,2022-09-19,In Use,CDG,2024-12-27,45
ULD002395,AKE,1588,10.4,2022-05-09,Retired,MEL,2024-01-26,38
ULD002396,AKE,1588,10.4,2022-10-30,In Use,LHR,2023-09-11,55
ULD002397,PAG,6804,18.0,2021-03-19,In Use,FRA,2024-05-22,50
ULD002398,P6P,13608,36.0,2021-09-11,In Use,DEL,2025-01-20,49
ULD002399,AKH,1588,11.5,2021-04-21,In Use,AMS,2023-07-15,54
ULD002400,AKH,1588,11.5,2021-06-11,Available,BKK,2024-06-08,46
ULD002401,P6P,13608,36.0,2024-02-03,In Use,NRT,2024-12-21,50
ULD002402,P1P,6804,18.0,2021-11-19,Under Maintenance,IST,2023-10-12,34
ULD002403,AKE,1588,10.4,2022-03-01,In Use,JFK,2023-10-24,59
ULD002404,DQF,2449,7.0,2020-09-10,Available,PVG,2024-04-08,43
ULD002405,PMC,6804,18.0,2021-07-15,In Use,MAD,2024-11-21,48
ULD002406,AKH,1588,11.5,2024-12-26,In Use,PVG,2023-10-10,56
ULD002407,AMA,6804,18.0,2023-11-02,In Use,SIN,2024-02-16,35
ULD002408,AKH,1588,11.5,2021-05-01,In Use,DOH,2023-10-20,49
ULD002409,AAP,6032,16.0,2022-07-09,Under Maintenance,MEL,2024-01-07,65
ULD002410,PLA,4627,12.0,2024-09-18,Available,FRA,2024-09-03,45
ULD002411,DQF,2449,7.0,2024-05-08,In Use,HKG,2023-11-04,60
ULD002412,AAP,6032,16.0,2024-12-17,Under Maintenance,AMS,2024-08-19,56
ULD002413,AKH,1588,11.5,2024-02-29,Available,MEL,2024-01-26,51
ULD002414,AMA,6804,18.0,2022-05-01,Under Maintenance,DEL,2024-12-03,40
ULD002415,AKH,1588,11.5,2024-12-28,In Use,LAX,2025-01-22,45
ULD002416,PLA,4627,12.0,2024-01-13,In Use,PVG,2024-10-23,55
ULD002417,PLA,4627,12.0,2020-09-27,Available,FRA,2024-03-19,52
ULD002418,DQF,2449,7.0,2022-12-22,In Use,JFK,2024-11-09,36
ULD002419,AKH,1588,11.5,2024-01-03,In Use,CAN,2023-06-17,48
ULD002420,AMA,6804,18.0,2024-11-24,Available,HKG,2023-06-10,61
ULD002421,P6P,13608,36.0,2022-10-09,In Use,MEL,2024-03-08,52
ULD002422,PLA,4627,12.0,2024-11-02,In Use,DOH,2024-07-12,32
ULD002423,DQF,2449,7.0,2020-04-26,In Use,PVG,2024-10-02,45
ULD002424,AMA,6804,18.0,2023-03-28,Available,ORD,2024-06-22,66
ULD002425,PAG,6804,18.0,2020-09-21,Available,NRT,2024-05-09,57
ULD002426,P1P,6804,18.0,2023-05-01,In Use,CAN,2023-10-10,51
ULD002427,AMA,6804,18.0,2021-09-06,In Use,DOH,2024-02-06,63
ULD002428,P1P,6804,18.0,2022-08-26,Under Maintenance,MEL,2023-09-19,53
ULD002429,AAP,6032,16.0,2022-07-21,Available,BKK,2023-07-29,50
ULD002430,AMA,6804,18.0,2020-06-03,In Use,MAD,2024-12-29,51
ULD002431,AAP,6032,16.0,2023-03-16,In Use,NRT,2024-03-13,52
ULD002432,AKE,1588,10.4,2021-07-28,In Use,BKK,2024-05-03,53
ULD002433,P1P,6804,18.0,2021-05-22,Retired,HKG,2023-07-20,43
ULD002434,DQF,2449,7.0,2021-05-24,Retired,CAN,2023-11-26,66
ULD002435,PMC,6804,18.0,2020-06-07,In Use,CDG,2024-05-15,48
ULD002436,PMC,6804,18.0,2021-09-13,In Use,LAX,2024-04-12,52
ULD002437,AKE,1588,10.4,2022-10-07,Retired,MEL,2024-11-24,48
ULD002438,AAP,6032,16.0,2023-01-06,Available,CDG,2024-04-02,70
ULD002439,AMA,6804,18.0,2022-12-06,Available,LHR,2024-09-21,47
ULD002440,AAP,6032,16.0,2024-08-27,Under Maintenance,LAX,2023-11-30,44
ULD002441,DQF,2449,7.0,2020-07-17,Retired,SIN,2024-08-07,43
ULD002442,AKE,1588,10.4,2023-03-05,In Use,MEL,2023-11-17,49
ULD002443,PLA,4627,12.0,2024-10-11,In Use,SYD,2024-11-09,38
ULD002444,PLA,4627,12.0,2023-01-02,In Use,IST,2024-03-02,59
ULD002445,DQF,2449,7.0,2021-12-16,In Use,CDG,2024-02-28,58
ULD002446,P1P,6804,18.0,2023-07-11,In Use,NRT,2024-04-14,50
ULD002447,PAG,6804,18.0,2022-02-20,Available,CAN,2024-04-20,58
ULD002448,AKE,1588,10.4,2020-01-02,Available,BKK,2024-11-13,44
ULD002449,PMC,6804,18.0,2020-09-05,In Use,CAN,2024-09-06,57
ULD002450,AAP,6032,16.0,2022-09-22,In Use,AMS,2023-12-09,47
ULD002451,DQF,2449,7.0,2021-11-25,Under Maintenance,CDG,2023-12-31,51
ULD002452,AMA,6804,18.0,2023-03-22,Available,CDG,2024-09-12,63
ULD002453,AKE,1588,10.4,2024-09-04,In Use,CAN,2024-04-26,37
ULD002454,AKH,1588,11.5,2022-09-05,In Use,NRT,2024-01-29,49
ULD002455,PLA,4627,12.0,2020-07-17,Retired,ORD,2023-09-02,43
ULD002456,AAP,6032,16.0,2021-02-10,Under Maintenance,HKG,2023-07-28,70
ULD002457,PAG,6804,18.0,2021-08-27,Retired,SIN,2023-11-14,50
ULD002458,AKE,1588,10.4,2021-08-13,In Use,IST,2024-02-21,51
ULD002459,PAG,6804,18.0,2023-05-17,In Use,NRT,2024-04-04,41
ULD002460,PLA,4627,12.0,2024-01-08,In Use,HKG,2024-08-11,46
ULD002461,AMA,6804,18.0,2023-12-27,In Use,BKK,2024-05-27,52
ULD002462,P6P,13608,36.0,2020-06-04,Retired,LAX,2024-08-19,56
ULD002463,AKH,1588,11.5,2023-12-18,Available,LAX,2024-09-30,47
ULD002464,DQF,2449,7.0,2024-10-27,In Use,MAD,2024-05-27,44
ULD002465,PAG,6804,18.0,2021-03-31,In Use,HKG,2024-01-29,43
ULD002466,AKH,1588,11.5,2022-11-20,In Use,IST,2024-12-28,42
ULD002467,AMA,6804,18.0,2022-12-10,In Use,CAN,2024-05-12,54
ULD002468,P6P,13608,36.0,2024-05-13,In Use,HKG,2023-10-22,48
ULD002469,P6P,13608,36.0,2021-01-20,In Use,AMS,2024-08-02,51
ULD002470,PLA,4627,12.0,2022-01-13,In Use,NRT,2023-11-05,38
ULD002471,AKH,1588,11.5,2021-12-19,In Use,PVG,2024-10-10,38
ULD002472,AAP,6032,16.0,2022-03-20,In Use,DOH,2023-09-10,62
ULD002473,PLA,4627,12.0,2024-12-10,In Use,PVG,2023-11-19,47
ULD002474,P1P,6804,18.0,2021-06-05,In Use,IST,2023-12-27,55
ULD002475,P6P,13608,36.0,2023-07-21,In Use,HKG,2024-08-09,54
ULD002476,AMA,6804,18.0,2024-05-25,Retired,HKG,2024-05-06,49
ULD002477,AAP,6032,16.0,2023-10-26,Under Maintenance,SIN,2023-06-07,43
ULD002478,AKE,1588,10.4,2020-10-11,In Use,MEL,2024-09-13,49
ULD002479,AKH,1588,11.5,2021-05-29,In Use,CAN,2025-01-29,48
ULD002480,AMA,6804,18.0,2023-01-13,In Use,JFK,2024-03-09,55
ULD002481,P1P,6804,18.0,2022-06-10,In Use,LHR,2024-08-07,40
ULD002482,AKH,1588,11.5,2020-06-13,Retired,IST,2024-05-09,62
ULD002483,DQF,2449,7.0,2020-12-19,In Use,PVG,2025-01-01,51
ULD002484,AAP,6032,16.0,2024-01-27,In Use,DOH,2024-09-03,47
ULD002485,AMA,6804,18.0,2022-03-24,In Use,IST,2024-02-18,50
ULD002486,DQF,2449,7.0,2024-09-29,In Use,MAD,2024-05-14,41
ULD002487,AAP,6032,16.0,2023-06-14,In Use,MEL,2024-12-21,64
ULD002488,P1P,6804,18.0,2023-05-07,Under Maintenance,SYD,2023-09-02,59
ULD002489,P6P,13608,36.0,2022-12-16,In Use,CDG,2023-11-22,44
ULD002490,AKH,1588,11.5,2022-08-04,In Use,LHR,2023-06-20,39
ULD002491,AMA,6804,18.0,2022-09-30,In Use,NRT,2024-02-28,43
ULD002492,DQF,2449,7.0,2022-11-27,Under Maintenance,CDG,2025-01-29,50
ULD002493,AAP,6032,16.0,2020-04-02,In Use,CDG,2023-07-17,40
ULD002494,P6P,13608,36.0,2020-12-05,In Use,NRT,2023-12-27,50
ULD002495,P6P,13608,36.0,2020-01-27,In Use,PVG,2023-07-03,57
ULD002496,DQF,2449,7.0,2024-11-14,In Use,SIN,2025-01-02,57
ULD002497,PLA,4627,12.0,2024-02-07,In Use,DXB,2024-02-07,51
ULD002498,PLA,4627,12.0,2023-12-16,Under Maintenance,NRT,2024-11-29,48
ULD002499,P1P,6804,18.0,2022-11-12,In Use,DXB,2024-01-07,53
ULD002500,AMA,6804,18.0,2021-10-28,Available,CAN,2024-09-06,53
ULD002501,P1P,6804,18.0,2023-04-15,In Use,ORD,2024-09-29,61
ULD002502,AAP,6032,16.0,2022-07-27,In Use,ORD,2023-12-06,38
ULD002503,PLA,4627,12.0,2022-01-30,In Use,DEL,2024-05-11,56
ULD002504,AMA,6804,18.0,2024-08-24,In Use,HKG,2023-09-15,50
ULD002505,P1P,6804,18.0,2020-02-17,In Use,PVG,2024-05-28,45
ULD002506,PLA,4627,12.0,2020-08-22,In Use,JFK,2024-11-28,54
ULD002507,PAG,6804,18.0,2022-12-24,Under Maintenance,DXB,2024-06-07,46
ULD002508,AAP,6032,16.0,2022-07-10,Under Maintenance,FRA,2024-11-22,44
ULD002509,DQF,2449,7.0,2021-07-03,In Use,LAX,2024-07-27,44
ULD002510,AMA,6804,18.0,2020-06-22,In Use,HKG,2024-08-01,41
ULD002511,AKH,1588,11.5,2023-08-04,In Use,BKK,2024-07-25,51
ULD002512,P6P,13608,36.0,2023-09-16,Available,AMS,2024-01-29,47
ULD002513,AKH,1588,11.5,2022-02-05,In Use,CAN,2024-12-09,60
ULD002514,DQF,2449,7.0,2023-01-31,In Use,DEL,2024-10-31,46
ULD002515,AKH,1588,11.5,2021-06-06,Under Maintenance,SIN,2024-09-20,42
ULD002516,PAG,6804,18.0,2021-11-02,Under Maintenance,LAX,2023-10-10,47
ULD002517,AAP,6032,16.0,2024-12-31,In Use,PVG,2025-01-07,44
ULD002518,P1P,6804,18.0,2025-01-27,In Use,LAX,2024-05-24,41
ULD002519,PMC,6804,18.0,2021-01-28,In Use,DXB,2024-10-23,53
