flight_id,flight_number,origin_airport,destination_airport,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,aircraft_type,planned_payload_kg,actual_payload_kg,fuel_consumption_kg,flight_status,captain_id
QR1084F,QR1084,DOH,IST,2024-09-15 18:42:00,2024-09-15 18:44:40.678700,2024-09-16 07:42:00,2024-09-16 07:54:53.789588,B777F,105060.13229064386,8378.47,60289.77584320586,Completed,654dc10a
QR1085F,QR1085,DOH,SYD,2024-09-29 15:06:00,2024-09-29 14:51:00.000000,2024-09-29 20:06:00,2024-09-29 20:02:06.814170,A350F,84756.12070711973,5533.88,64923.673428756025,Completed,7ec75652
QR1086F,QR1086,DOH,HKG,2024-06-18 18:43:00,2024-06-18 18:47:10.475419,2024-06-18 22:43:00,2024-06-18 22:48:23.504867,B747-8F,86270.77749340009,1827.72,62259.487930582356,Completed,c75c7ce3
QR1087F,QR1087,CDG,DOH,2024-05-28 16:35:00,2024-05-28 16:42:52.414828,2024-05-28 21:35:00,2024-05-28 21:31:43.502098,B777-300ER,91515.5571751937,410.5,64669.96111576893,Completed,40eb3ac2
QR1088F,QR1088,MEL,DOH,2024-09-05 10:08:00,2024-09-05 10:05:27.375350,2024-09-06 01:08:00,2024-09-06 01:16:30.528761,B777F,82520.61562771242,1020.49,55146.66116308613,Completed,145f416f
QR1089F,QR1089,IST,DOH,2024-01-18 16:23:00,2024-01-18 16:25:36.157638,2024-01-19 00:23:00,2024-01-19 00:33:58.793707,A350F,114989.06020884833,415.58,65842.98296397744,Completed,7508d606
QR1090F,QR1090,HKG,DOH,2024-05-09 01:58:00,2024-05-09 01:54:50.833088,2024-05-09 09:58:00,2024-05-09 09:58:19.199982,A330-300,95242.8270573769,5429.34,57850.34014537896,Diverted,a666b5d0
QR1091F,QR1091,DOH,DEL,2024-11-19 09:10:00,2024-11-19 09:24:16.842487,2024-11-19 15:10:00,2024-11-19 15:33:47.515330,B777F,101453.98511598224,6914.36,62036.985888221854,Completed,c3d47e4b
QR1092F,QR1092,DOH,HKG,2024-08-26 22:15:00,2024-08-26 22:25:14.075039,2024-08-27 07:15:00,2024-08-27 07:05:17.360692,B747-8F,93067.1241523805,1288.36,53708.15702847559,Completed,8b6e1a61
QR1093F,QR1093,CDG,DOH,2024-07-07 12:04:00,2024-07-07 12:09:57.193973,2024-07-07 20:04:00,2024-07-07 19:48:51.920255,B777-300ER,116016.21274260269,2539.09,55284.268610112485,Completed,6cb90d42
QR1094F,QR1094,DOH,JFK,2024-12-12 20:31:00,2024-12-12 20:25:11.555329,2024-12-13 01:31:00,2024-12-13 01:32:40.038307,B777F,117233.48126239641,2902.42,63489.035678668275,Completed,1cddd349
QR1095F,QR1095,DOH,HKG,2024-02-10 22:29:00,2024-02-10 22:26:45.455427,2024-02-11 11:29:00,2024-02-11 11:23:35.704180,A330-300,101657.17577219987,,57937.36963731358,Completed,a0bafffc
QR1096F,QR1096,MAD,DOH,2024-11-28 12:38:00,2024-11-28 13:01:48.594894,2024-11-29 01:38:00,2024-11-29 01:43:38.808264,A330-300,99184.55016656333,3451.94,61874.66434223841,Completed,34f2ca57
QR1097F,QR1097,DOH,DEL,2024-01-05 20:44:00,2024-01-05 20:35:54.259919,2024-01-06 06:44:00,2024-01-06 07:04:25.981753,A350F,107177.89343266391,,50125.524844653,Completed,7a45721c
QR1098F,QR1098,DOH,LAX,2024-03-20 11:49:00,2024-03-20 11:43:12.433216,2024-03-20 17:49:00,2024-03-20 17:31:50.498715,B747-8F,80923.58490728804,1725.68,51649.10903791887,Completed,388d3df8
QR1099F,QR1099,FRA,DOH,2024-11-28 04:24:00,2024-11-28 04:33:13.852375,2024-11-28 20:24:00,2024-11-28 20:39:59.545751,B777-300ER,94185.08377772474,1414.51,57029.39905727549,Completed,46242d27
QR1100F,QR1100,DOH,LHR,2024-12-01 15:01:00,2024-12-01 14:57:14.398106,2024-12-01 20:01:00,2024-12-01 20:17:47.855894,B777-300ER,91756.66387562263,2033.61,56258.64501012967,Completed,53840368
QR1101F,QR1101,DOH,DXB,2024-01-02 00:52:00,2024-01-02 00:37:00.000000,2024-01-02 14:52:00,2024-01-02 15:01:15.622828,A350F,84710.55969106474,,66045.59904975297,Completed,40642aa0
QR1102F,QR1102,PVG,DOH,2024-05-02 14:49:00,2024-05-02 14:39:52.475990,2024-05-02 18:49:00,2024-05-02 18:26:00.372144,B777F,86532.89638857235,1255.04,61361.76243795981,Diverted,3b9cc9c3
QR1103F,QR1103,HKG,SIN,2024-08-19 13:34:00,2024-08-19 13:45:10.579465,2024-08-20 03:34:00,2024-08-20 03:52:42.246309,B777-300ER,93978.97983832678,2439.26,54099.954563263236,Cancelled,664d0b86
QR1104F,QR1104,DOH,HKG,2024-10-08 15:08:00,2024-10-08 15:11:24.886043,2024-10-08 19:08:00,2024-10-08 19:03:39.105903,A350F,112645.02294615816,2060.06,67012.90708521534,Completed,7852e089
QR1105F,QR1105,NRT,DOH,2024-09-23 11:55:00,2024-09-23 12:03:27.243934,2024-09-23 17:55:00,2024-09-23 18:11:29.515182,B747-8F,91426.34678331531,3530.43,63992.38505222624,Completed,a737cb43
QR1106F,QR1106,DOH,CAN,2024-03-12 04:18:00,2024-03-12 04:18:23.796682,2024-03-12 12:18:00,2024-03-12 12:26:11.336669,A350F,94178.46481183547,1459.92,58586.95366254387,Completed,a6ce8706
QR1107F,QR1107,DOH,DEL,2024-01-21 19:19:00,2024-01-21 19:44:08.045249,2024-01-22 03:19:00,2024-01-22 03:46:34.390059,B777F,97162.91069820012,,56980.38703128142,Completed,85900257
QR1108F,QR1108,DOH,SIN,2024-02-28 14:38:00,2024-02-28 14:34:39.089562,2024-02-28 21:38:00,2024-02-28 21:14:53.070883,B777-300ER,91104.77998477554,,63364.47433149573,Completed,52b848e6
QR1109F,QR1109,DOH,DXB,2024-05-29 11:42:00,2024-05-29 12:50:33.223927,2024-05-30 03:42:00,2024-05-30 04:15:32.018724,B777-300ER,108954.84153258869,3015.05,56442.222529852515,Completed,a5190569
QR1110F,QR1110,FRA,DOH,2024-05-12 04:10:00,2024-05-12 04:31:30.186476,2024-05-12 16:10:00,2024-05-12 16:16:25.952101,A330-300,92742.52392503958,,52799.39435460294,Completed,bde4054a
QR1111F,QR1111,HKG,SIN,2024-07-02 09:07:00,2024-07-02 09:04:57.450413,2024-07-02 23:07:00,2024-07-02 22:49:26.048496,B777-300ER,90689.87900284209,60.19,64968.448381503185,Diverted,6acdffb6
QR1112F,QR1112,DOH,AMS,2024-09-17 16:15:00,2024-09-17 17:18:25.245111,2024-09-18 04:15:00,2024-09-18 05:28:47.310854,B777F,84923.51413613082,3201.12,52541.303462293174,Completed,013b88cb
QR1113F,QR1113,DOH,MEL,2024-04-20 22:21:00,2024-04-20 22:43:37.541285,2024-04-21 03:21:00,2024-04-21 03:36:03.297369,A330-300,113949.47970372696,330.79,63249.71508906197,Completed,8546cd12
QR1114F,QR1114,DOH,HKG,2024-09-30 20:16:00,2024-09-30 20:10:28.054689,2024-10-01 08:16:00,2024-10-01 08:21:38.384634,A350F,97226.9428592982,1322.98,54415.09845704736,Completed,fc539a2e
QR1115F,QR1115,SIN,DOH,2025-01-11 17:02:00,2025-01-11 17:05:39.253537,2025-01-12 07:02:00,2025-01-12 06:51:38.002675,A330-300,87064.93704098366,6803.28,63548.02444081394,Completed,e939c4a1
QR1116F,QR1116,DOH,NRT,2025-01-06 00:24:00,2025-01-06 00:37:43.649800,2025-01-06 09:24:00,2025-01-06 09:18:41.773893,A350F,89359.8591516251,2038.32,47279.6224063297,Cancelled,25ed3a25
QR1117F,QR1117,LHR,DOH,2024-09-07 21:14:00,2024-09-07 21:03:53.376682,2024-09-08 10:14:00,2024-09-08 10:24:55.990988,B777F,108611.28525308709,3251.16,58278.1833466157,Completed,8fb00167
QR1118F,QR1118,AMS,DOH,2024-12-01 08:59:00,2024-12-01 08:58:12.967980,2024-12-01 15:59:00,2024-12-01 16:01:40.455408,A350F,119615.9118436786,7482.14,59045.62848823111,Completed,a677968c
QR1119F,QR1119,CAN,DOH,2024-10-29 10:22:00,2024-10-29 10:07:00.000000,2024-10-30 02:22:00,2024-10-30 01:47:06.716920,B777-300ER,113691.28394992863,3232.58,53286.40167581102,Completed,82becd41
QR1120F,QR1120,CAN,DOH,2024-12-03 08:11:00,2024-12-03 08:03:37.642994,2024-12-03 23:11:00,2024-12-03 23:37:47.563028,B777F,83602.95451787565,6326.93,60040.57349236106,Completed,a8c2cca8
QR1121F,QR1121,DOH,JFK,2024-03-11 22:19:00,2024-03-11 22:19:46.917079,2024-03-12 04:19:00,2024-03-12 04:08:21.129098,A330-300,101908.62832716943,,68190.2779918547,Completed,75dd3356
QR1122F,QR1122,DOH,HKG,2024-07-03 23:03:00,2024-07-03 22:55:07.469136,2024-07-04 09:03:00,2024-07-04 08:48:04.507050,A350F,111688.63615219099,209.2,60668.659632976734,Completed,6ce735d6
QR1123F,QR1123,DOH,AMS,2024-04-18 01:05:00,2024-04-18 00:50:00.000000,2024-04-18 07:05:00,2024-04-18 06:42:03.185562,A350F,118299.66231483806,740.09,59454.56051441663,Completed,d0f3c2d1
QR1124F,QR1124,HKG,SIN,2024-05-24 21:35:00,2024-05-24 23:06:38.703650,2024-05-25 10:35:00,2024-05-25 12:21:09.734640,A330-300,103143.01645532895,,55388.379718661316,Completed,ec4c673e
QR1125F,QR1125,PVG,DOH,2024-06-21 08:12:00,2024-06-21 08:04:07.014441,2024-06-21 18:12:00,2024-06-21 17:51:03.867599,A330-300,99646.12697241802,2758.0,51639.20243177752,Completed,7a6cc76a
QR1126F,QR1126,MEL,DOH,2024-12-13 08:19:00,2024-12-13 08:12:31.874459,2024-12-13 19:19:00,2024-12-13 19:11:16.501810,B747-8F,106193.92249556512,6382.44,66946.425645468,Completed,341ebd20
QR1127F,QR1127,DOH,LHR,2024-05-24 17:18:00,2024-05-24 17:19:28.195371,2024-05-25 00:18:00,2024-05-24 23:59:01.402598,B747-8F,92719.04197786486,1509.67,67532.92423066788,Completed,5cdee1f6
QR1128F,QR1128,DOH,LHR,2024-12-07 01:17:00,2024-12-07 02:00:56.931465,2024-12-07 16:17:00,2024-12-07 17:03:04.465710,B747-8F,94168.82712137104,1658.81,61744.409156518355,Completed,03a25d5e
QR1129F,QR1129,LHR,JFK,2025-01-24 07:55:00,2025-01-24 07:56:32.156764,2025-01-24 12:55:00,2025-01-24 12:41:16.197118,B777-300ER,107188.3451711638,7695.18,61818.84953363915,Completed,9c21b126
QR1130F,QR1130,DOH,DEL,2024-08-03 00:24:00,2024-08-03 00:27:19.484524,2024-08-03 11:24:00,2024-08-03 11:28:03.169750,A330-300,95405.62945246318,4921.89,65420.58272952453,Completed,1390aa9e
QR1131F,QR1131,DOH,LAX,2024-04-16 14:03:00,2024-04-16 14:01:28.500193,2024-04-17 06:03:00,2024-04-17 05:52:58.496659,B747-8F,116128.26671663157,945.35,59892.369271555915,Completed,53f1ccf7
QR1132F,QR1132,MEL,DOH,2024-08-05 11:11:00,2024-08-05 11:06:55.961171,2024-08-05 16:11:00,2024-08-05 16:04:28.679916,B777-300ER,97127.02749848602,746.92,63354.78786047906,Completed,0d9ca7e2
QR1133F,QR1133,DOH,JFK,2024-07-25 16:24:00,2024-07-25 16:12:42.622041,2024-07-26 00:24:00,2024-07-26 00:48:36.333106,B777F,86744.0676495021,40.7,60248.218817837595,Completed,478580fa
QR1134F,QR1134,DOH,CDG,2024-09-29 22:39:00,2024-09-29 22:36:49.408866,2024-09-30 09:39:00,2024-09-30 09:28:31.458150,B747-8F,112349.68916084479,3916.3,53838.21247839328,Completed,7f83058b
QR1135F,QR1135,DOH,SIN,2024-09-17 04:01:00,2024-09-17 04:06:46.152246,2024-09-17 14:01:00,2024-09-17 14:01:32.567091,A350F,82198.31498600266,1448.98,60465.333881407794,Completed,ff87327f
QR1136F,QR1136,DOH,HKG,2024-06-29 11:43:00,2024-06-29 11:49:45.337139,2024-06-29 17:43:00,2024-06-29 17:31:42.264476,A350F,111279.77142044241,,67220.71660356433,Completed,91401e89
QR1137F,QR1137,LHR,DOH,2024-11-18 12:14:00,2024-11-18 12:24:34.881668,2024-11-18 21:14:00,2024-11-18 21:19:53.561985,B777F,110197.07346550778,2271.91,73440.07145245529,Diverted,861dccab
QR1138F,QR1138,DOH,CDG,2024-07-12 16:02:00,2024-07-12 16:08:23.561968,2024-07-13 08:02:00,2024-07-13 08:17:45.404207,B777-300ER,98647.64145315754,9053.23,65724.4081184907,Completed,55834887
QR1139F,QR1139,DOH,DEL,2024-05-18 01:06:00,2024-05-18 00:53:03.040869,2024-05-18 15:06:00,2024-05-18 15:14:56.037719,B747-8F,104720.8911472605,3963.07,50548.79667931502,Completed,fc79510c
QR1140F,QR1140,DOH,IST,2024-04-12 02:38:00,2024-04-12 02:48:59.258876,2024-04-12 06:38:00,2024-04-12 07:09:12.796779,B777F,96280.43168949289,28.01,51240.18232647209,Completed,5892710f
QR1141F,QR1141,DOH,NRT,2024-12-19 12:09:00,2024-12-19 12:18:10.704935,2024-12-19 21:09:00,2024-12-19 21:45:12.368158,A350F,110438.53271043235,672.93,56231.22829716318,Completed,c3df4c26
QR1142F,QR1142,HKG,DOH,2024-12-19 16:47:00,2024-12-19 16:47:32.917972,2024-12-20 05:47:00,2024-12-20 06:00:26.369420,B777-300ER,110209.46124799809,3935.03,58529.96119433811,Completed,6258fc1f
QR1143F,QR1143,SIN,DOH,2025-01-25 07:00:00,2025-01-25 07:04:24.743893,2025-01-25 23:00:00,2025-01-25 23:01:44.556306,B777-300ER,83064.1163343284,12259.4,59870.809276419335,Completed,eeb7fdf3
QR1144F,QR1144,DOH,JFK,2024-02-18 23:14:00,2024-02-18 23:27:20.423445,2024-02-19 09:14:00,2024-02-19 09:24:27.960121,A350F,101563.56020827175,9.55,62370.67400591548,Completed,2dad89d7
QR1145F,QR1145,DOH,HKG,2024-04-29 09:21:00,2024-04-29 09:25:06.549680,2024-04-29 20:21:00,2024-04-29 20:04:25.524786,B777-300ER,85927.10921317895,,50293.134355086615,Completed,91708b2c
QR1146F,QR1146,NRT,DOH,2024-06-01 19:18:00,2024-06-01 19:19:22.655043,2024-06-02 04:18:00,2024-06-02 04:12:45.415290,B747-8F,82577.5050221077,2048.05,61424.35508705422,Completed,981a7304
QR1147F,QR1147,DOH,HKG,2024-08-27 21:28:00,2024-08-27 21:45:02.427888,2024-08-28 07:28:00,2024-08-28 07:47:47.505401,A350F,87319.90866408395,302.03,53005.86669919218,Completed,53ab4a5d
QR1148F,QR1148,DOH,IST,2024-05-07 20:57:00,2024-05-07 21:10:44.481494,2024-05-08 01:57:00,2024-05-08 02:06:31.560617,B747-8F,98476.7717364255,359.56,62296.214031896554,Completed,34e2b403
QR1149F,QR1149,SYD,DOH,2024-09-17 15:35:00,2024-09-17 15:41:12.130846,2024-09-18 05:35:00,2024-09-18 05:30:23.424529,B777F,109541.99497480437,4188.98,46182.779181956,Completed,5e3a32d8
QR1150F,QR1150,DOH,DXB,2024-07-31 02:43:00,2024-07-31 03:40:12.119330,2024-07-31 13:43:00,2024-07-31 14:21:41.983811,A330-300,108344.14097362675,4643.03,68588.23843340404,Completed,33fd9e8e
QR1151F,QR1151,DOH,IST,2024-11-28 20:27:00,2024-11-28 20:30:24.707777,2024-11-29 03:27:00,2024-11-29 03:50:37.151141,B747-8F,109027.67395658983,3797.56,63150.46579065752,Completed,faceed5b
QR1152F,QR1152,DOH,LAX,2024-09-30 18:09:00,2024-09-30 18:44:19.959289,2024-10-01 00:09:00,2024-10-01 00:51:38.274730,A350F,96096.73977027928,2391.53,65374.24360840318,Completed,9c3cee9d
QR1153F,QR1153,DOH,PVG,2024-07-11 11:26:00,2024-07-11 11:44:02.646496,2024-07-11 22:26:00,2024-07-11 22:40:32.154853,B777F,115052.24118667176,2373.83,55623.639507124986,Completed,86025a84
QR1154F,QR1154,DOH,SIN,2024-06-06 06:01:00,2024-06-06 07:21:05.782244,2024-06-06 21:01:00,2024-06-06 22:02:09.575083,B747-8F,103140.47169637782,,62599.55036168292,Completed,8d15d3b9
QR1155F,QR1155,DEL,DOH,2024-02-05 17:36:00,2024-02-05 17:25:48.212799,2024-02-05 23:36:00,2024-02-05 23:13:52.367487,B747-8F,115045.5913873603,,63347.42677587359,Completed,e9a0ddd6
QR1156F,QR1156,DOH,MAD,2024-10-03 11:38:00,2024-10-03 11:47:56.401224,2024-10-03 23:38:00,2024-10-03 23:48:55.664872,A350F,93193.11317699518,8032.88,59801.7508698524,Completed,497705b9
QR1157F,QR1157,CAN,DOH,2024-10-31 22:16:00,2024-10-31 22:25:26.078959,2024-11-01 12:16:00,2024-11-01 12:14:35.557845,A330-300,108609.17159105193,939.11,60370.75947965556,Completed,e9bbccb3
QR1158F,QR1158,DOH,DEL,2024-05-06 02:56:00,2024-05-06 02:57:46.491849,2024-05-06 09:56:00,2024-05-06 09:55:58.232009,A330-300,110865.62948781207,380.33,64953.997500626814,Completed,9cd21b3e
QR1159F,QR1159,LHR,DOH,2024-08-02 12:51:00,2024-08-02 12:55:52.387898,2024-08-03 03:51:00,2024-08-03 04:07:45.854057,A350F,100311.09144278258,5944.55,67323.336294409,Completed,edc70f50
QR1160F,QR1160,DOH,DXB,2024-11-01 11:04:00,2024-11-01 11:13:11.657470,2024-11-01 22:04:00,2024-11-01 22:24:31.249927,B747-8F,118012.98155869092,2218.43,56988.70911358977,Cancelled,bc98d24b
QR1161F,QR1161,DOH,DXB,2024-09-15 15:53:00,2024-09-15 16:11:39.436414,2024-09-16 01:53:00,2024-09-16 02:06:49.142574,B777-300ER,109481.03623161415,3380.76,62904.81147361801,Completed,fc74f754
QR1162F,QR1162,DOH,MAD,2024-09-19 08:33:00,2024-09-19 08:53:00.375559,2024-09-19 16:33:00,2024-09-19 16:50:58.346231,A330-300,82444.11825946414,1752.27,65065.94902255194,Completed,a634c199
QR1163F,QR1163,DEL,DOH,2024-09-21 09:45:00,2024-09-21 09:49:35.160272,2024-09-21 14:45:00,2024-09-21 15:03:12.560544,B777F,113970.34505998586,1581.61,62402.501165678295,Completed,5e8b502e
QR1164F,QR1164,DOH,MAD,2024-11-09 18:08:00,2024-11-09 18:12:36.206883,2024-11-10 04:08:00,2024-11-10 04:01:58.794196,B777-300ER,106695.9449824323,2708.7,62004.30505733413,Completed,7b928256
QR1165F,QR1165,DOH,HKG,2024-08-25 04:52:00,2024-08-25 04:50:11.156379,2024-08-25 14:52:00,2024-08-25 15:04:24.195078,B747-8F,96540.67417514395,172.58,55908.8400824883,Completed,740bcdb2
QR1166F,QR1166,FRA,DOH,2024-01-31 05:38:00,2024-01-31 05:36:52.843650,2024-01-31 20:38:00,2024-01-31 20:25:24.751435,B777-300ER,106701.15272896679,,63229.56007709601,Completed,093b7145
QR1167F,QR1167,FRA,DOH,2024-11-16 08:43:00,2024-11-16 08:50:22.516838,2024-11-16 14:43:00,2024-11-16 14:54:30.240657,B777F,113231.70891356296,549.09,61684.05636193733,Completed,f2b48905
QR1168F,QR1168,DOH,LAX,2024-11-23 00:11:00,2024-11-23 00:25:21.755248,2024-11-23 07:11:00,2024-11-23 07:41:37.500164,B777-300ER,82260.58497552249,3206.87,54165.05908929668,Completed,ca29d33a
QR1169F,QR1169,LHR,DOH,2024-02-27 09:58:00,2024-02-27 10:10:04.139609,2024-02-27 20:58:00,2024-02-27 21:39:33.490876,A330-300,116470.98188096572,713.63,58257.011417325855,Completed,ed6f051b
QR1170F,QR1170,LHR,JFK,2024-01-03 03:55:00,2024-01-03 03:53:03.551921,2024-01-03 18:55:00,2024-01-03 19:12:14.188607,B777F,95511.32629785515,,56749.13863956921,Completed,6857001f
QR1171F,QR1171,PVG,DOH,2024-11-08 04:05:00,2024-11-08 03:51:44.278326,2024-11-08 16:05:00,2024-11-08 15:36:17.001441,B747-8F,94112.24037063622,4471.75,61023.091127952306,Completed,d8ade523
QR1172F,QR1172,SIN,DOH,2024-07-13 22:03:00,2024-07-13 22:19:51.604170,2024-07-14 13:03:00,2024-07-14 13:56:02.080342,B777-300ER,81420.13474874529,4687.26,54666.16222657669,Completed,109ffbbe
QR1173F,QR1173,HKG,SIN,2024-09-30 15:25:00,2024-09-30 15:27:21.710493,2024-10-01 02:25:00,2024-10-01 02:25:35.663747,B777F,104910.44769360754,2297.34,57757.04689274969,Completed,85081495
QR1174F,QR1174,DOH,SIN,2024-02-27 16:27:00,2024-02-27 16:23:39.136005,2024-02-27 21:27:00,2024-02-27 21:13:12.630659,B777F,96710.42686498168,,60110.49661775468,Cancelled,d764c9b1
QR1175F,QR1175,DOH,JFK,2024-05-22 00:52:00,2024-05-22 00:39:36.586044,2024-05-22 04:52:00,2024-05-22 04:14:55.009373,A330-300,83814.9523159211,616.81,60647.61039134943,Completed,6834d200
QR1176F,QR1176,DOH,JFK,2024-06-27 12:52:00,2024-06-27 13:00:05.907637,2024-06-28 00:52:00,2024-06-28 00:57:52.321176,B747-8F,108967.6978661662,1710.17,61199.14268961787,Completed,5e828faa
QR1177F,QR1177,HKG,SIN,2024-11-14 14:43:00,2024-11-14 14:45:02.114853,2024-11-14 18:43:00,2024-11-14 18:20:57.270129,A330-300,87265.72946230865,1676.55,66466.18526174803,Completed,b57eb42b
QR1178F,QR1178,HKG,SIN,2024-09-26 15:46:00,2024-09-26 16:03:37.979280,2024-09-26 20:46:00,2024-09-26 20:59:46.394430,B747-8F,99803.69799972625,1796.96,50273.741515193746,Completed,afd713cb
QR1179F,QR1179,DOH,SIN,2024-10-19 19:58:00,2024-10-19 19:43:14.281536,2024-10-20 05:58:00,2024-10-20 05:08:45.239280,A330-300,109950.9328728723,1419.53,60399.380271351125,Completed,ef413f7f
QR1180F,QR1180,DOH,MAD,2024-06-17 08:36:00,2024-06-17 08:39:17.137869,2024-06-17 12:36:00,2024-06-17 12:35:53.754478,B777F,93662.0492742042,2432.41,65536.47128692805,Completed,eb6cefc1
QR1181F,QR1181,HKG,DOH,2024-02-10 18:59:00,2024-02-10 18:49:41.287181,2024-02-10 22:59:00,2024-02-10 22:45:22.413466,B777F,94944.71089241232,33.17,59371.673073637394,Completed,49af5369
QR1182F,QR1182,DOH,SIN,2024-10-29 12:07:00,2024-10-29 11:57:39.234652,2024-10-30 04:07:00,2024-10-30 04:15:35.769852,A330-300,105182.36223980587,1700.04,66217.72800548903,Completed,db4d72a5
QR1183F,QR1183,DOH,LHR,2024-03-28 17:56:00,2024-03-28 19:04:13.728762,2024-03-29 05:56:00,2024-03-29 07:17:00.423831,A330-300,97302.57997073725,,57495.297314017094,Completed,b324935c
QR1184F,QR1184,DOH,LHR,2025-01-06 09:16:00,2025-01-06 09:06:46.312230,2025-01-06 13:16:00,2025-01-06 13:32:22.128440,B777-300ER,80524.88502246534,1331.84,57294.094227332695,Completed,d465fa05
QR1185F,QR1185,DOH,ORD,2024-02-06 16:21:00,2024-02-06 16:32:23.070559,2024-02-06 23:21:00,2024-02-06 23:42:32.372716,B777-300ER,109269.59894342421,802.32,65544.20709535854,Completed,cef226da
QR1186F,QR1186,DOH,PVG,2024-06-23 20:13:00,2024-06-23 20:18:34.030786,2024-06-24 07:13:00,2024-06-24 07:27:45.626451,B777-300ER,107287.32664611112,2322.05,61588.60867506467,Completed,50afc6f1
QR1187F,QR1187,DOH,LHR,2024-09-08 03:59:00,2024-09-08 03:58:36.214753,2024-09-08 12:59:00,2024-09-08 12:38:04.168252,A350F,91712.51420419138,1160.57,61590.63431186848,Completed,8b6cc332
QR1188F,QR1188,AMS,DOH,2024-09-19 17:16:00,2024-09-19 17:51:28.934369,2024-09-20 06:16:00,2024-09-20 06:48:02.783319,B777F,95091.4289748496,3901.66,62126.86553399494,Completed,3c5c017f
QR1189F,QR1189,NRT,DOH,2024-12-02 12:57:00,2024-12-02 12:44:18.046148,2024-12-03 03:57:00,2024-12-03 04:02:14.566493,A330-300,115086.34833080211,23849.14,56631.837117847426,Completed,c9d0d215
QR1190F,QR1190,MAD,DOH,2024-06-25 02:06:00,2024-06-25 01:56:49.195041,2024-06-25 12:06:00,2024-06-25 11:46:59.206759,A350F,116556.88796265217,1338.64,62495.53220989961,Cancelled,00337291
QR1191F,QR1191,DOH,HKG,2024-03-31 18:36:00,2024-03-31 18:50:30.204155,2024-04-01 04:36:00,2024-04-01 04:33:40.268650,A350F,89016.08459075201,1000.28,62168.967025095044,Completed,e48b4de8
QR1192F,QR1192,DOH,NRT,2024-12-27 21:12:00,2024-12-27 21:36:40.397066,2024-12-28 02:12:00,2024-12-28 02:14:03.380265,A350F,110749.16912048325,752.52,63827.15364617547,Completed,64c6875c
QR1193F,QR1193,DOH,LHR,2024-08-18 10:34:00,2024-08-18 10:45:33.681449,2024-08-18 17:34:00,2024-08-18 18:00:05.219099,B777-300ER,104903.13960885195,1748.71,59369.48791720921,Completed,e7dc10f5
QR1194F,QR1194,MAD,DOH,2024-06-12 10:28:00,2024-06-12 10:26:56.685037,2024-06-12 22:28:00,2024-06-12 22:22:55.455708,B777-300ER,102875.02865883807,133.23,61968.831211520206,Completed,6679c428
QR1195F,QR1195,DOH,NRT,2024-12-09 18:41:00,2024-12-09 18:58:19.491005,2024-12-10 10:41:00,2024-12-10 10:47:53.651286,A330-300,87356.482049313,3617.2,64577.26760538682,Completed,dfa527da
QR1196F,QR1196,DOH,SIN,2024-02-05 03:29:00,2024-02-05 03:30:01.779145,2024-02-05 18:29:00,2024-02-05 18:20:37.928951,A350F,107543.98082701981,,65127.03362570995,Completed,a67f3353
QR1197F,QR1197,CAN,DOH,2024-06-01 08:59:00,2024-06-01 08:44:00.000000,2024-06-01 20:59:00,2024-06-01 20:29:58.568327,A350F,106853.36124412023,1295.04,67148.67633095034,Completed,1b91cd63
QR1198F,QR1198,FRA,DOH,2024-06-20 00:09:00,2024-06-20 00:11:36.975158,2024-06-20 09:09:00,2024-06-20 09:15:18.481094,B747-8F,86886.70581857803,788.82,68690.7337916307,Completed,506c6cd0
QR1199F,QR1199,DOH,JFK,2024-04-11 15:48:00,2024-04-11 15:46:58.858577,2024-04-12 04:48:00,2024-04-12 04:57:28.184557,A330-300,89126.69337522337,864.34,63364.89980234846,Completed,f985304c
QR1200F,QR1200,DOH,LAX,2024-02-07 23:45:00,2024-02-07 23:51:24.939617,2024-02-08 08:45:00,2024-02-08 09:14:19.251552,B747-8F,92765.58062136773,,62850.649727589225,Completed,9a8daca7
QR1201F,QR1201,DOH,NRT,2024-01-23 07:00:00,2024-01-23 07:03:05.649711,2024-01-23 18:00:00,2024-01-23 17:54:37.777060,B747-8F,91987.91325520018,352.68,58741.16586464815,Completed,2406f030
QR1202F,QR1202,IST,DOH,2024-12-19 04:56:00,2024-12-19 04:53:36.932600,2024-12-19 08:56:00,2024-12-19 09:06:13.759373,A350F,94336.08954775266,12843.9,51602.866903076436,Completed,d1077fef
QR1203F,QR1203,CDG,DOH,2024-03-22 15:50:00,2024-03-22 15:59:42.380204,2024-03-23 02:50:00,2024-03-23 02:40:36.450297,B777F,83940.60293874136,1859.84,54949.567705702284,Completed,8d49b918
QR1204F,QR1204,DOH,SIN,2024-10-01 04:20:00,2024-10-01 04:27:07.984461,2024-10-01 19:20:00,2024-10-01 19:29:33.050891,A350F,86887.5411022305,1127.94,60984.95578058396,Completed,d297d63a
QR1205F,QR1205,DOH,NRT,2024-01-14 00:49:00,2024-01-14 00:44:01.445553,2024-01-14 04:49:00,2024-01-14 05:03:01.785749,A350F,83955.63359929268,,59299.66986861179,Completed,b60561e2
QR1206F,QR1206,DOH,SIN,2024-09-11 22:54:00,2024-09-11 22:49:35.804589,2024-09-12 05:54:00,2024-09-12 05:37:28.367147,B777-300ER,110634.63947755232,1287.6,56079.49313249196,Completed,310d5054
